"non,asIs",0.08
"RS,asIs",1.01
"RS,mid-leaf",1.25
"RS,k1",2.27
"RS,k3",2.39
"RS,k5",2.53
"RS,SVR",2.82
"RS,RR",2.92
"RS,LR",2.95
"RS,LSR",2.95
"DS,asIs",3.13
"DS,mid-leaf",3.36
"RS,LGBM",4.06
"DS,k1",4.37
"DS,k3",4.48
"DS,k5",4.62
"DS,SVR",4.94
"DS,RR",5.03
"DS,LR",5.05
"DS,LSR",5.06
"non,mid-leaf",5.94
"DS,LGBM",6.27
"non,RR",7.61
"non,LR",7.68
"non,LSR",7.69
"non,k1",7.88
"non,k3",7.95
"non,k5",8.07
"kmeans,k1",10.6
"kmeans,k3",10.71
"kmeans,k5",10.83
"non,SVR",11.28
"non,LGBM",18.35
